Lat,Lon,Lat_Lon,County FIPS,County Name,Block FIPS,Block bbox,Block intersection FIPF1,Block intersection FIPF2
44.700279,-73.466751,"(44.700279, -73.466751)",36019,Clinton,360191010002002,"[-73.474567, 44.700114, -73.466647, 44.707332]",360191010002002,360191010002006
40.690971,-73.99781,"(40.690971, -73.99781)",36047,Kings,360470049001000,"[-73.998087, 40.690104, -73.996233, 40.691188]",360470049001000,360470047001000
42.480774,-79.33387,"(42.480774, -79.33387)",36013,Chautauqua,360130356002020,"[-79.335462, 42.479314, -79.333425, 42.481348]",,
42.559372,-79.126991,"(42.559372, -79.126991)",36013,Chautauqua,360130351005007,"[-79.127829, 42.555657, -79.119317, 42.561111]",360130351005007,360130351004022
42.091236,-79.232872,"(42.091236, -79.232872)",36013,Chautauqua,360130306002009,"[-79.233071, 42.090491, -79.229272, 42.092335]",,
42.327965,-79.569412,"(42.327965, -79.569412)",36013,Chautauqua,360130365001081,"[-79.572966, 42.327314, -79.566945, 42.334029]",360130365001081,360130365004013
40.613419,-73.948967,"(40.613419, -73.948967)",36047,Kings,360470642002003,"[-73.949306, 40.613053, -73.948335, 40.614136]",,
40.594418,-73.651054,"(40.594418, -73.651054)",36059,Nassau,360594167011004,"[-73.652861, 40.594231, -73.649666, 40.59493]",360594167011004,360594167011005
40.681789,-73.685814,"(40.681789, -73.685814)",36059,Nassau,360594100003014,"[-73.690246, 40.679034, -73.684879, 40.682816]",360594100003014,360594100003007
40.742874,-73.974159,"(40.742874, -73.974159)",36061,New York,360610062001000,"[-73.975343, 40.740402, -73.972254, 40.743782]",360610062001000,360610070005000
40.77924,-73.702888,"(40.77924, -73.702888)",36059,Nassau,360593018002018,"[-73.703402, 40.771501, -73.688074, 40.780396]",,
40.7533,-73.7068,"(40.7533, -73.7068)",36081,Queens,360811551023006,"[-73.706889, 40.752143, -73.704579, 40.75385]",360811551023006,360811551023000
43.059728,-77.102244,"(43.059728, -77.102244)",36117,Wayne,361170211001003,"[-77.104634, 43.059258, -77.099709, 43.063087]",,
43.191551,-77.701538,"(43.191551, -77.701538)",36055,Monroe,360550141042021,"[-77.702908, 43.190734, -77.70144, 43.19433]",360550141042021,360550141023008
43.220114,-77.944305,"(43.220114, -77.944305)",36055,Monroe,360550152003002,"[-77.945567, 43.220059, -77.943202, 43.223622]",360550152003002,360550153042002
43.192619,-77.584503,"(43.192619, -77.584503)",36055,Monroe,360550081001004,"[-77.584955, 43.191774, -77.584366, 43.193273]",360550081001004,360550109014002
43.135769,-77.607544,"(43.135769, -77.607544)",36055,Monroe,360550035001002,"[-77.608121, 43.132982, -77.604505, 43.136903]",360550035001002,360550034002005
43.124336,-77.623779,"(43.124336, -77.623779)",36055,Monroe,360550038054000,"[-77.629484, 43.121332, -77.617495, 43.124702]",,
43.112251,-77.616165,"(43.112251, -77.616165)",36055,Monroe,360550038052000,"[-77.623435, 43.110548, -77.616021, 43.114694]",360550038052000,360550038053016
43.098179,-75.275383,"(43.098179, -75.275383)",36065,Oneida,360650234004015,"[-75.283902, 43.094513, -75.27424, 43.102072]",360650234004015,360650265001008
40.595194,-73.782028,"(40.595194, -73.782028)",36081,Queens,360810972042008,"[-73.783612, 40.592722, -73.780719, 40.595325]",360810972042008,360810972032001
40.733735,-73.872165,"(40.733735, -73.872165)",36081,Queens,360810475001010,"[-73.873996, 40.732889, -73.870473, 40.734354]",,
42.977848,-78.878754,"(42.977848, -78.878754)",36029,Erie,360290082025000,"[-78.886142, 42.976395, -78.878665, 42.979049]",360290082025000,360290082021005
42.900394,-78.865707,"(42.900394, -78.865707)",36029,Erie,360290031004008,"[-78.867221, 42.900291, -78.862712, 42.901277]",360290031004008,360290031004015
42.84853,-78.812859,"(42.84853, -78.812859)",36029,Erie,360290008003006,"[-78.817499, 42.845713, -78.812527, 42.849097]",360290008003006,360290009003005
42.92717,-78.829224,"(42.92717, -78.829224)",36029,Erie,360290170002002,"[-78.834192, 42.92514, -78.829136, 42.929901]",360290170002002,360290170002011
